id,Name,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Engine,Power,Mileage,Seats,Owner_Type,New_Price,Price
190,Tata Tiago 1.2 Revotron XZ,2018,22259,Hyderabad,Petrol,Manual,1199 CC,84 bhp,23.84 kmpl,5,First,6.42 Lakh,10.09
191,Maruti Swift VDI,2019,36066,Kochi,Diesel,Manual,1248 CC,74 bhp,28.4 kmpl,5,First,7.92 Lakh,12.67
192,Honda Amaze V CVT Petrol,2018,1715,Pune,Petrol,Automatic,1199 CC,88.76 bhp,19.0 kmpl,5,First,9.44 Lakh,15.6
193,Hyundai Verna CRDi SX,2016,75520,Hyderabad,Diesel,Manual,1493 CC,110 bhp,16.8 kmpl,5,First,,14.04
194,Toyota Corolla Altis 1.4 DG,2012,47483,Ahmedabad,Diesel,Manual,1364 CC,86.79 bhp,21.43 kmpl,5,First,19.27 Lakh,12.87
195,Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,74558,Delhi,Diesel,Manual,1498 CC,89.84 bhp,22.7 kmpl,5,First,,11.51
196,Volkswagen Polo 1.2 MPI Highline,2014,6377,Mumbai,Petrol,Manual,1198 CC,74 bhp,16.47 kmpl,5,First,,10.48
197,Toyota Fortuner 3.0 Diesel,2014,193855,Chennai,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,First,,25.86
198,Volkswagen Vento Diesel Highline,2013,53378,Chennai,Diesel,Manual,1598 CC,103.6 bhp,20.54 kmpl,5,First,,9.85
199,Hyundai Creta 1.6 CRDi SX Option,2019,46485,Bangalore,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,25.58
200,Ford Freestyle Titanium Petrol,2007,1312,Mumbai,Petrol,Manual,1194 CC,94.68 bhp,19.0 kmpl,5,First,8.12 Lakh,11.63
201,Hyundai i20 1.2 Magna,2012,16752,Kolkata,Petrol,Manual,1197 CC,80 bhp,18.5 kmpl,5,First,,4.68
202,Maruti Ritz VDi,2015,77824,Pune,Diesel,Manual,1248 CC,73.94 bhp,23.2 kmpl,5,First,,7.67
203,Hyundai i20 Sportz Option Diesel,2017,68682,Kochi,Diesel,Manual,1396 CC,90 bhp,23.0 kmpl,5,First,,6.97
204,Land Rover Discovery Sport TD4 HSE 7S,2019,23802,Coimbatore,Diesel,Automatic,1999 CC,148.31 bhp,12.81 kmpl,7,First,69.22 Lakh,108.87
205,Hyundai Grand i10 CRDi Sportz,2018,67939,Jaipur,Diesel,Manual,1120 CC,70 bhp,24.0 kmpl,5,First,,8.51
206,Land Rover Freelander 2 SE,2012,78083,Ahmedabad,Diesel,Automatic,2179 CC,147.51 bhp,12.39 kmpl,5,Second,,34.99
207,Mahindra XUV500 W8 4WD,2017,56339,Mumbai,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,19.69
208,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2016,17062,Delhi,Diesel,Automatic,2987 CC,254.8 bhp,11.3 kmpl,7,First,,112.55
209,Mahindra Quanto C8,2016,37892,Kolkata,Diesel,Manual,1493 CC,100 bhp,17.21 kmpl,7,First,,7.48
210,Maruti Alto K10 2010-2014 VXI,2013,48664,Hyderabad,Petrol,Manual,998 CC,67.1 bhp,20.92 kmpl,5,Second,,5.81
211,Audi A4 2.0 TDI 177 Bhp Technology Edition,2016,23764,Bangalore,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,51.48
212,Honda Mobilio RS i DTEC,2015,23693,Chennai,Diesel,Manual,1498 CC,98.6 bhp,24.5 kmpl,7,First,,14.35
213,Skoda Laura Ambition 2.0 TDI CR AT,2018,87709,Coimbatore,Diesel,Automatic,1968 CC,138.1 bhp,20.0 kmpl,5,First,,18.15
214,Mahindra XUV500 W8 2WD,2014,39631,Kolkata,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,14.42
215,Volkswagen Polo 1.5 TDI Highline,2017,81393,Hyderabad,Diesel,Manual,1498 CC,88.8 bhp,20.14 kmpl,5,First,,13.86
216,Maruti Omni 5 Seater BSIV,2019,4867,Coimbatore,Petrol,Manual,796 CC,35 bhp,14.0 kmpl,5,First,,8.51
217,Renault Duster 85PS Diesel RxL,2020,39944,Mumbai,Diesel,Manual,1461 CC,83.8 bhp,19.87 kmpl,5,First,,14.75
218,Jaguar XF 2.2 Litre Luxury,2013,41930,Pune,Diesel,Automatic,2179 CC,187.7 bhp,16.36 kmpl,5,Second,,48.47
219,Honda Amaze S i-Vtech,2016,42545,Jaipur,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,8.45
220,Hyundai i20 1.2 Asta with AVN,2017,21461,Coimbatore,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,First,,11.64
221,Hyundai Santro Xing XL eRLX Euro III,2007,118477,Pune,Petrol,Manual,1086 CC,null bhp,17.0 kmpl,5,Second,,2.4
222,Ford Ikon 1.3 Flair,2008,84164,Pune,Petrol,Manual,1299 CC,70 bhp,13.8 kmpl,5,Second,,1.42
223,Hyundai i20 Sportz AT 1.4,2017,75605,Bangalore,Petrol,Automatic,1396 CC,98.6 bhp,15.0 kmpl,5,First,,9.79
224,Toyota Fortuner 3.0 Diesel,2012,144876,Pune,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,First,,25.36
225,Hyundai i20 1.2 Asta Option,2020,18894,Bangalore,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,13.78
226,Maruti Celerio ZDi,2017,46272,Ahmedabad,Diesel,Manual,793 CC,47 bhp,27.62 kmpl,5,First,,7.02
227,Maruti Alto K10 2010-2014 VXI,2015,29269,Hyderabad,Petrol,Manual,998 CC,67.1 bhp,20.92 kmpl,5,First,,5.01
228,BMW 3 Series 320d Highline,2010,61555,Mumbai,Diesel,Automatic,1995 CC,181 bhp,16.07 kmpl,5,Second,,17.86
229,Honda CR-V AT With Sun Roof,2015,25692,Kolkata,Petrol,Automatic,,,14.0 kmpl,,First,,22.89
230,Honda Accord 2.4 A/T,2012,55880,Mumbai,Petrol,Automatic,2354 CC,177.6 bhp,11.7 kmpl,5,First,,8.54
231,Maruti Ciaz ZDi Plus,2020,30493,Mumbai,Diesel,Manual,1248 CC,88.5 bhp,26.21 kmpl,5,First,,17.92
232,Maruti Alto LXi,2013,35381,Pune,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,4.56
233,Maruti Swift Dzire LDI,2017,50357,Delhi,Diesel,Manual,1248 CC,74 bhp,26.59 kmpl,5,First,,9.89
234,Audi Q7 35 TDI Quattro Technology,2018,26223,Coimbatore,Diesel,Automatic,2967 CC,241.4 bhp,12.07 kmpl,7,Second,,99.42
235,Audi A4 35 TDI Premium Plus,2019,14826,Kochi,Diesel,Automatic,1968 CC,187.74 bhp,18.25 kmpl,5,First,50.4 Lakh,43.74
236,Mercedes-Benz CLA 200 CDI Sport,2016,30796,Kochi,Diesel,Automatic,2143 CC,136 bhp,17.9 kmpl,5,First,,47.77
237,Land Rover Range Rover 2.2L Prestige,2017,60749,Coimbatore,Diesel,Automatic,2179 CC,187.7 bhp,12.7 kmpl,5,Second,,56.3
238,BMW 5 Series 520d Luxury Line,2012,63165,Mumbai,Diesel,Automatic,1995 CC,190 bhp,22.48 kmpl,5,First,70.43 Lakh,33.96
239,BMW 5 Series 2013-2017 525d Luxury Line,2017,55589,Bangalore,Diesel,Automatic,1995 CC,218 bhp,17.09 kmpl,5,Second,,52.55
240,Maruti Alto 800 LXI,2017,22969,Kochi,Petrol,Manual,796 CC,47.3 bhp,22.74 kmpl,5,First,,6.38
241,Renault Duster 110PS Diesel RxL,2018,81013,Bangalore,Diesel,Manual,1461 CC,108.45 bhp,19.6 kmpl,5,First,,15.49
242,Toyota Fortuner 4x2 Manual,2012,106892,Delhi,Diesel,Manual,2982 CC,168.5 bhp,13.0 kmpl,7,First,,25.97
243,Maruti Ciaz VDi Plus SHVS,2018,70668,Delhi,Diesel,Manual,1248 CC,88.5 bhp,28.09 kmpl,5,First,,12.8
244,Maruti Swift VDI,2018,60350,Kochi,Diesel,Manual,1248 CC,74 bhp,28.4 kmpl,5,First,7.88 Lakh,10.59
245,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,116868,Coimbatore,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,8,First,,15.12
246,Ford Freestyle Titanium Plus Petrol,2019,1011,Jaipur,Petrol,Manual,1194 CC,94.68 bhp,19.0 kmpl,5,First,8.44 Lakh,13.39
247,Honda Brio E MT,2015,57933,Bangalore,Petrol,Manual,1198 CC,86.8 bhp,19.4 kmpl,5,First,,6.95
248,Volkswagen Polo Petrol Comfortline 1.2L,2011,70279,Delhi,Petrol,Manual,1198 CC,73.9 bhp,16.47 kmpl,5,First,,4.92
249,Hyundai i10 Era,2014,85539,Jaipur,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,First,,3.38
250,Maruti Dzire AMT VDI,2019,25363,Coimbatore,Diesel,Automatic,1248 CC,73.75 bhp,28.4 kmpl,5,First,9.62 Lakh,15.9
251,Audi A6 35 TDI Matrix,2019,20077,Chennai,Diesel,Automatic,1968 CC,187.74 bhp,18.53 kmpl,5,First,67.67 Lakh,68.18
252,Maruti Alto LXi,2012,48643,Coimbatore,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,5.86
253,Toyota Fortuner 3.0 Diesel,2017,57167,Pune,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,First,,33.3
254,Tata Indica V2 eLS,2018,83401,Hyderabad,Diesel,Manual,1396 CC,69 bhp,25.0 kmpl,5,First,,3.53
255,Maruti Swift Dzire Vdi BSIV,2010,100173,Mumbai,Diesel,Manual,1248 CC,73.9 bhp,19.3 kmpl,5,Second,,5.42
256,Toyota Innova 2.0 G1,2006,216260,Chennai,Petrol,Manual,1998 CC,132 bhp,12.4 kmpl,8,Third,,8.64
257,Land Rover Range Rover 3.6 TDV8 Vogue SE,2016,90348,Coimbatore,Diesel,Automatic,4367 CC,308 bhp,10.2 kmpl,7,First,,107.18
258,Mahindra KUV 100 G80 K8,2019,16276,Jaipur,Petrol,Manual,1198 CC,82 bhp,18.15 kmpl,6,First,7.88 Lakh,12.31
259,Skoda Octavia Elegance 2.0 TDI AT,2016,78138,Mumbai,Diesel,Automatic,1968 CC,141 bhp,19.3 kmpl,5,First,,22.37
260,Chevrolet Optra Magnum 2.0 LT BS3,2011,83330,Mumbai,Diesel,Manual,1991 CC,123.7 bhp,16.52 kmpl,5,First,,4.87
261,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,20741,Delhi,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,11.75 Lakh,17.41
262,Audi A4 New 2.0 TDI Multitronic,2008,17019,Kolkata,Diesel,Automatic,1968 CC,140.8 bhp,15.2 kmpl,5,First,,19.21
263,Audi A4 New 2.0 TDI Multitronic,2014,63055,Jaipur,Diesel,Automatic,1968 CC,140.8 bhp,15.2 kmpl,5,Second,,32.97
264,Maruti Baleno Alpha 1.3,2017,93134,Jaipur,Diesel,Manual,1248 CC,74 bhp,27.39 kmpl,5,First,,10.88
265,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2019,40620,Bangalore,Diesel,Automatic,2143 CC,167.62 bhp,14.84 kmpl,5,First,,69.62
266,Toyota Corolla Altis G,2012,90299,Delhi,Petrol,Manual,1798 CC,138.1 bhp,14.53 kmpl,5,First,,13.82
267,Honda Jazz 1.2 SV i VTEC,2019,23186,Pune,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,10.81
268,Mahindra Scorpio VLX,2016,38717,Kolkata,Diesel,Manual,2179 CC,120 bhp,12.05 kmpl,8,First,,15.65
269,Maruti Zen LXi - BS III,2008,73300,Pune,Petrol,Manual,993 CC,60 bhp,17.3 kmpl,5,First,,2.44
270,Porsche Panamera Diesel,2015,19922,Bangalore,Diesel,Automatic,2967 CC,300 bhp,17.85 kmpl,4,Second,,153.73
271,Volkswagen Passat Highline DSG,2016,38887,Kolkata,Diesel,Automatic,1968 CC,140 bhp,14.3 kmpl,5,First,,13.91
272,Maruti Baleno Zeta 1.2,2017,13254,Mumbai,Petrol,Manual,1197 CC,83.1 bhp,21.4 kmpl,5,First,,12.63
273,Toyota Corolla Altis 1.8 VL CVT,2018,78632,Coimbatore,Petrol,Automatic,1798 CC,138.03 bhp,14.28 kmpl,5,First,25.27 Lakh,24.22
274,Volkswagen Ameo 1.5 TDI Highline,2019,55102,Mumbai,Diesel,Manual,1498 CC,108.62 bhp,21.66 kmpl,5,First,10.04 Lakh,13.09
275,Ford Figo Diesel Titanium,2015,86640,Hyderabad,Diesel,Manual,1399 CC,68.05 bhp,20.0 kmpl,5,First,,6.78
276,Renault Duster 85PS Diesel RxL,2015,81023,Delhi,Diesel,Manual,1461 CC,83.8 bhp,19.87 kmpl,5,First,,10.38
277,Honda City i VTEC CVT SV,2020,43464,Kochi,Petrol,Automatic,1497 CC,117.3 bhp,18.0 kmpl,5,First,,17.67
278,Audi A6 35 TFSI Matrix,2018,24284,Delhi,Petrol,Automatic,1798 CC,187.74 bhp,15.26 kmpl,5,First,56.97 Lakh,82.97
279,Maruti Wagon R LXI CNG,2015,84529,Pune,CNG,Manual,998 CC,58.16 bhp,26.6 km/kg,5,First,,6.14
280,Hyundai Verna 1.6 SX VTVT,2016,42790,Bangalore,Petrol,Manual,1591 CC,121.3 bhp,17.01 kmpl,5,Second,,14.04
281,Ford Ecosport 1.5 Ti VCT MT Titanium,2019,27395,Coimbatore,Petrol,Manual,1499 CC,110 bhp,15.8 kmpl,5,Second,,15.59
282,Renault KWID RXT Optional,2019,4618,Pune,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,4.9 Lakh,6.76
283,Mercedes-Benz New C-Class 220 CDI AT,2015,72546,Mumbai,Diesel,Automatic,2143 CC,170 bhp,14.84 kmpl,5,Second,,27.57
284,Maruti Celerio VXI,2014,77850,Delhi,Petrol,Manual,998 CC,67.04 bhp,23.1 kmpl,5,First,,5.91
285,Honda Brio S Option AT,2015,28720,Chennai,Petrol,Automatic,1198 CC,86.8 bhp,16.5 kmpl,5,First,,8.55
286,Ford EcoSport 1.5 TDCi Titanium,2015,41367,Kolkata,Diesel,Manual,1498 CC,98.59 bhp,22.77 kmpl,5,First,,9.65
287,Hyundai i20 1.2 Sportz,2014,54914,Bangalore,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,First,,9.04
288,Mahindra XUV500 W6 2WD,2012,104591,Jaipur,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,14.98
289,Volkswagen Vento 1.5 TDI Highline,2017,97260,Hyderabad,Diesel,Manual,1498 CC,103.2 bhp,20.34 kmpl,5,First,,12.67
290,Hyundai Santro Xing XL AT eRLX Euro III,2007,74577,Hyderabad,Petrol,Automatic,1086 CC,null bhp,17.0 kmpl,5,First,,4.92
291,Mahindra XUV500 W6 2WD,2019,74709,Mumbai,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,17.59
292,Skoda Superb 1.8 TSI MT,2011,51648,Kolkata,Petrol,Manual,1798 CC,160 bhp,13.14 kmpl,5,First,,14.77
293,Honda Amaze S i-Vtech,2019,31316,Kochi,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,11.18
294,Nissan X-Trail SLX MT,2012,121648,Pune,Diesel,Manual,1995 CC,147.6 bhp,14.42 kmpl,5,Second,,12.27
295,Maruti Wagon R LXI LPG BSIV,2016,77079,Hyderabad,LPG,Manual,998 CC,58.2 bhp,26.2 km/kg,5,First,,5.64
296,Maruti Wagon R LXI,2016,47993,Ahmedabad,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,6.56
297,Ford Ecosport 1.5 DV5 MT Titanium,2017,100846,Jaipur,Diesel,Manual,1498 CC,89.84 bhp,22.7 kmpl,5,First,,12.07
298,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,2015,47338,Kochi,Diesel,Manual,2835 CC,116.9 bhp,10.5 kmpl,6,First,,25.44
299,Hyundai i10 Sportz AT,2014,36142,Ahmedabad,Petrol,Automatic,1197 CC,78.9 bhp,16.95 kmpl,5,First,,6.51
300,BMW 3 Series 320d Sport Line,2014,21414,Kolkata,Diesel,Automatic,1995 CC,184 bhp,18.88 kmpl,5,First,,31.66
301,Renault Duster 110PS Diesel RxZ,2017,59330,Kolkata,Diesel,Manual,1461 CC,108.45 bhp,19.01 kmpl,5,First,,9.83
302,Maruti Swift Lxi BSIII,2011,60470,Pune,Petrol,Manual,1298 CC,88.2 bhp,16.1 kmpl,5,Third,,4.75
303,Maruti Vitara Brezza VDi,2019,40592,Pune,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,9.93 Lakh,15.15
304,Toyota Etios Liva GD,2013,229573,Pune,Diesel,Manual,1364 CC,null bhp,23.59 kmpl,5,Second,,5.36
305,Ford Figo Diesel ZXI,2015,56110,Hyderabad,Diesel,Manual,1399 CC,68.05 bhp,20.0 kmpl,5,First,,6.56
306,Hyundai i10 Sportz,2016,37330,Coimbatore,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,Second,,9.26
307,Honda Jazz 1.2 V CVT i VTEC,2018,13225,Mumbai,Petrol,Automatic,1199 CC,88.7 bhp,19.0 kmpl,5,First,,12.3
308,Hyundai i20 1.4 Asta CRDi with AVN,2013,68278,Pune,Diesel,Manual,1396 CC,90 bhp,23.0 kmpl,5,First,,8.12
309,Renault KWID RXT,2018,23293,Hyderabad,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,,7.68
310,Maruti Swift Dzire ZDI,2013,74543,Jaipur,Diesel,Manual,1248 CC,74 bhp,23.4 kmpl,5,First,,8.44
311,Land Rover Range Rover Sport SE,2018,48977,Delhi,Diesel,Automatic,2993 CC,255 bhp,12.65 kmpl,5,Second,1.39 Cr,128.83
312,Hyundai i20 1.2 Asta,2015,37952,Chennai,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,First,,9.1
313,Mitsubishi Pajero 2.8 GLX CRZ,2007,139414,Mumbai,Diesel,Manual,2835 CC,107.2 bhp,10.5 kmpl,6,First,,6.59
314,Toyota Etios Liva GD,2013,33977,Pune,Diesel,Manual,1364 CC,null bhp,23.59 kmpl,5,First,,7.39
315,Toyota Innova 2.5 G (Diesel) 8 Seater,2018,186312,Chennai,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,8,First,,21.53
316,BMW 3 Series Luxury Line,2016,33794,Kochi,Diesel,Automatic,1995 CC,190 bhp,21.76 kmpl,5,Second,58.67 Lakh,50.94
317,Maruti Ritz LXi,2017,57209,Coimbatore,Petrol,Manual,1197 CC,85.80 bhp,18.5 kmpl,5,First,,8.62
318,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2012,97832,Kochi,Diesel,Automatic,2987 CC,210 bhp,11.5 kmpl,5,Second,,19.94
319,Volkswagen Polo Petrol Comfortline 1.2L,2018,31371,Bangalore,Petrol,Manual,1198 CC,73.9 bhp,16.47 kmpl,5,Third,,9.5
320,Maruti Ciaz 1.4 Delta,2018,5807,Ahmedabad,Petrol,Manual,1373 CC,91.1 bhp,20.73 kmpl,5,First,,16.83
321,Maruti Ertiga ZDI,2016,59540,Mumbai,Diesel,Manual,1248 CC,88.8 bhp,20.77 kmpl,7,First,,13.84
322,Mahindra Scorpio VLX 2WD BSIV,2014,47935,Kolkata,Diesel,Manual,2179 CC,120 bhp,12.05 kmpl,8,First,,13.77
323,Hyundai EON Era Plus,2019,36160,Coimbatore,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,8.14
324,Hyundai Grand i10 Sportz,2016,25332,Kochi,Petrol,Manual,1197 CC,82 bhp,18.9 kmpl,5,First,,11.01
325,Volkswagen Polo Petrol Highline 1.6L,2015,77102,Chennai,Petrol,Manual,1598 CC,103.5 bhp,15.26 kmpl,5,Second,,6.75
326,Honda Brio 1.2 VX MT,2015,44820,Kochi,Petrol,Manual,1198 CC,86.8 bhp,18.5 kmpl,5,First,6.63 Lakh,7.51
327,Maruti Swift LXI BSIV,2012,46704,Coimbatore,Petrol,Manual,1197 CC,83.11 bhp,20.4 kmpl,5,First,,6.52
328,Hyundai Grand i10 CRDi Sportz,2017,27315,Ahmedabad,Diesel,Manual,1120 CC,70 bhp,24.0 kmpl,5,First,,10.94
329,Volkswagen Jetta 2012-2014 2.0L TDI Highline,2016,112706,Chennai,Diesel,Manual,1968 CC,138.1 bhp,19.33 kmpl,5,First,,13.97
330,Maruti Ertiga SHVS VDI,2016,89966,Hyderabad,Diesel,Manual,1248 CC,88.5 bhp,24.52 kmpl,7,First,,16.16
331,BMW X1 sDrive20d,2014,74234,Delhi,Diesel,Automatic,1995 CC,184 bhp,17.05 kmpl,5,First,,22.65
332,Hyundai i20 Magna 1.4 CRDi,2015,63767,Kochi,Diesel,Manual,1396 CC,90 bhp,21.9 kmpl,5,First,,10.65
333,Hyundai Grand i10 AT Asta,2017,31566,Coimbatore,Petrol,Automatic,1197 CC,82 bhp,18.9 kmpl,5,Second,,11.24
334,Tata Zest Revotron 1.2 XT,2017,29483,Coimbatore,Petrol,Manual,1193 CC,88.7 bhp,17.57 kmpl,5,First,8.69 Lakh,11.13
335,Chevrolet Beat Diesel LT,2016,38286,Bangalore,Diesel,Manual,936 CC,57.6 bhp,25.44 kmpl,5,First,,5.35
336,Ford Ecosport 1.5 DV5 MT Titanium,2013,32791,Kolkata,Diesel,Manual,1498 CC,89.84 bhp,22.7 kmpl,5,First,,9.9
337,Maruti Alto 800 2016-2019 VXI,2019,29462,Kolkata,Petrol,Manual,796 CC,47.3 bhp,24.7 kmpl,5,First,,5.45
338,Hyundai i10 Magna 1.2 iTech SE,2014,44402,Pune,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,5.68
339,BMW X1 sDrive20d,2016,87841,Ahmedabad,Diesel,Automatic,1995 CC,184 bhp,17.05 kmpl,5,First,,39.82
340,Maruti Swift Dzire LDI,2018,58192,Pune,Diesel,Manual,1248 CC,74 bhp,26.59 kmpl,5,First,,8.33
341,Land Rover Range Rover TDV8 (Diesel),2015,54462,Bangalore,Diesel,Automatic,4367 CC,308 bhp,10.2 kmpl,7,First,,136.64
342,Mercedes-Benz E-Class 250 D W 210,1999,59793,Mumbai,Diesel,Automatic,1796 CC,157.7 bhp,10.0 kmpl,5,First,,7.76
343,Maruti Baleno Alpha Diesel,2021,24075,Hyderabad,Diesel,Manual,1248 CC,74 bhp,27.39 kmpl,5,First,10.63 Lakh,17.64
344,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2016,84823,Bangalore,Diesel,Automatic,2143 CC,167.62 bhp,14.84 kmpl,5,First,,56.81
345,Volkswagen Vento 1.6 Comfortline,2020,15952,Mumbai,Petrol,Manual,1598 CC,103.5 bhp,16.09 kmpl,5,Second,11.48 Lakh,14.41
346,Toyota Corolla Altis 2008-2013 1.8 VL AT,2016,43035,Pune,Petrol,Automatic,1794 CC,138.1 bhp,14.53 kmpl,5,First,,24.24
347,Ford EcoSport 1.5 TDCi Titanium,2018,50894,Bangalore,Diesel,Manual,1498 CC,98.59 bhp,22.77 kmpl,5,Second,,13.78
348,Honda Brio V MT,2014,49156,Bangalore,Petrol,Manual,1198 CC,86.8 bhp,19.4 kmpl,5,Second,,6.9
349,Audi Q3 30 TDI Premium FWD,2020,32610,Mumbai,Diesel,Automatic,1968 CC,147.51 bhp,18.51 kmpl,5,First,44.75 Lakh,53.14
350,Ford Figo Aspire 1.5 TDCi Titanium,2016,34357,Chennai,Diesel,Manual,1498 CC,99 bhp,25.83 kmpl,5,First,,11.55
351,Honda City 1.5 V MT,2015,42373,Coimbatore,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,12.47
352,Mahindra XUV300 W8 Diesel,2014,98057,Chennai,Diesel,Manual,1497 CC,115 bhp,20.0 kmpl,5,First,12.79 Lakh,15.61
353,Volkswagen Polo 1.2 MPI Comfortline,2016,42951,Ahmedabad,Petrol,Manual,1198 CC,74 bhp,16.47 kmpl,5,First,,7.57
354,Mahindra XUV500 W7,2018,8511,Delhi,Diesel,Manual,2179 CC,155 bhp,14.0 kmpl,7,First,16.4 Lakh,24.97
355,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,92728,Pune,Diesel,Automatic,2987 CC,224 bhp,12.0 kmpl,7,Second,,53.47
356,Toyota Innova 2.5 G4 Diesel 8-seater,2012,79207,Delhi,Diesel,Manual,2494 CC,102 bhp,12.8 kmpl,8,First,,9.6
357,Renault Scala RxL AT,2016,7282,Mumbai,Petrol,Automatic,1498 CC,99.6 bhp,17.97 kmpl,5,First,,7.37
358,Maruti Wagon R LXI,2008,145046,Jaipur,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,2.44
359,Audi A6 2011-2015 2.0 TDI Premium Plus,2016,54033,Kochi,Diesel,Automatic,1968 CC,174.33 bhp,17.68 kmpl,5,First,,46.41
360,Hyundai Grand i10 1.2 Kappa Magna,2018,50268,Kochi,Petrol,Manual,1197 CC,81.86 bhp,18.9 kmpl,5,First,6.32 Lakh,10.56
361,Honda Jazz 1.2 VX i VTEC,2018,34266,Hyderabad,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,13.08
362,Mercedes-Benz New C-Class 220 CDI AT,2019,34975,Coimbatore,Diesel,Automatic,2143 CC,170 bhp,14.84 kmpl,5,First,,57.66
363,Toyota Etios VXD,2019,68274,Pune,Diesel,Manual,1364 CC,67.04 bhp,23.59 kmpl,5,Second,,9.6
364,Renault Duster RXZ AWD,2016,69325,Hyderabad,Diesel,Manual,1461 CC,108.45 bhp,19.72 kmpl,5,Second,,16.9
365,Maruti Swift VXI Optional,2020,30457,Kochi,Petrol,Manual,1197 CC,81.80 bhp,20.4 kmpl,5,First,,12.14
366,Toyota Corolla Altis 1.8 GL,2011,33655,Chennai,Petrol,Manual,1798 CC,138.03 bhp,14.28 kmpl,5,Second,22.66 Lakh,9.36
367,Mercedes-Benz GLA Class 200 CDI,2016,27641,Hyderabad,Diesel,Automatic,2143 CC,136 bhp,17.9 kmpl,5,First,,53.24
368,Toyota Fortuner 3.0 Diesel,2013,101037,Bangalore,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,Second,,34.62
369,Maruti Swift VDI,2019,32575,Chennai,Diesel,Manual,1248 CC,74 bhp,22.9 kmpl,5,First,,12.19
370,Hyundai Grand i10 CRDi Sportz,2017,83261,Hyderabad,Diesel,Manual,1120 CC,70 bhp,24.0 kmpl,5,First,,11.21
371,Skoda Octavia Elegance 1.9 TDI,2007,138647,Hyderabad,Diesel,Manual,1896 CC,66 bhp,18.7 kmpl,5,First,,4.46
372,Toyota Fortuner 4x2 Manual,2017,66217,Hyderabad,Diesel,Manual,2982 CC,168.5 bhp,13.0 kmpl,7,First,,44.22
373,Renault KWID Climber 1.0 MT,2020,14311,Delhi,Petrol,Manual,999 CC,67 bhp,21.7 kmpl,5,First,4.98 Lakh,8.37
374,Mercedes-Benz GLC 43 AMG Coupe,2019,20857,Coimbatore,Petrol,Automatic,2996 CC,367 bhp,11.5 kmpl,5,First,95.38 Lakh,139.81
375,Hyundai i10 Sportz,2018,47547,Ahmedabad,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,7.86
376,Audi A4 3.0 TDI Quattro Premium,2010,33028,Kolkata,Diesel,Automatic,2967 CC,241.4 bhp,14.94 kmpl,5,First,,20.09
377,Maruti Swift LXI,2015,32055,Pune,Petrol,Manual,1197 CC,85.8 bhp,18.6 kmpl,5,First,,8.7
